,model,store,versions,sale
5,iPhoneXR,Apple产品京东自营旗舰店,"{'64GB': '4499.00', '128GB': '4999.00', '256GB': '5999.00'}",2110.0
35,iPhone8PluS,Apple产品京东自营旗舰店,"{'64GB': '4199.00', '128GB': '4999.00', '256GB': '5599.00'}",2000.0
51,iPhone8,Apple产品京东自营旗舰店,"{'64GB': '3299.00', '128GB': '3999.00', '256GB': '4799.00'}",1530.0
1,iPhoneXS,Apple产品京东自营旗舰店,"{'64GB': '6199.00', '256GB': '7199.00', '512GB': '7699.00'}",1120.0
22,iPhone7PluS,Apple产品京东自营旗舰店,{'': '3499.00'},1090.0
46,iPhone7,Apple产品京东自营旗舰店,{'': '2899.00'},1060.0
143,小米红米6,小米京东自营旗舰店,"{'3GB+32GB': '649.00', '4GB+64GB': '799.00'}",820.0
6,荣耀V20,荣耀京东自营旗舰店,"{'全网通（6GB 128GB）': '1889.00', '全网通（8GB 128GB）': '2399.00', '全网通（8GB 256GB）': '2399.00'}",810.0
10,荣耀9X,荣耀京东自营旗舰店,"{'全网通（4GB 64GB）': '1099.00', '全网通（6GB 64GB）': '1289.00', '全网通（6GB 128GB）': '1789.00', '全网通（8GB 128GB）': '1999.00'}",790.0
36,荣耀20i,荣耀京东自营旗舰店,"{'全网通（6GB 64GB）': '1089.00', '全网通（4GB 128GB）': '1289.00', '全网通（6GB 128GB）': '1399.00', '全网通（6GB 256GB）': '1789.00'}",710.0
7,荣耀20,荣耀京东自营旗舰店,"{'全网通（8GB 128GB）': '2089.00', '全网通（8GB 256GB）': '2489.00'}",690.0
108,诺基亚105,诺基亚手机京东自营旗舰店,"{'新105单卡': '149.00', '105单卡': '149.00', '新105双卡': '149.00', '105双卡': '149.00'}",650.0
23,华为P30,华为京东自营官方旗舰店,"{'6GB+128GB': '3388.00', '8GB+64GB': '3388.00', '8GB+128GB': '3688.00', '8GB+256GB': '4188.00'}",610.0
59,华为畅享9PluS,华为京东自营官方旗舰店,"{'4GB+64GB': '999.00', '4GB+128GB': '1399.00', '6GB+128GB': '1699.00'}",600.0
534,飞利浦E106,飞利浦手机京东自营旗舰店,"{'【简约畅销款】': '89.00', 'E109': '89.00'}",500.0
34,华为Mate20,华为京东自营官方旗舰店,"{'6GB+64GB': '2699.00', '6GB+128GB': '3199.00'}",430.0
17,Z5x,vivo京东自营官方旗舰店,"{'4GB+64GB': '1398.00', '6GB+64GB': '1398.00', '6GB+128GB': '1398.00', '8GB+128GB': '1398.00'}",420.0
47,荣耀8XMax,荣耀京东自营旗舰店,"{'全网通（4GB 64GB）': '1189.00', '全网通（6GB 64GB）': '999.00', '全网通（4GB 128GB）': '1289.00', '全网通（6GB 128GB）': '1289.00'}",380.0
14,iPhoneXS,Apple产品京东自营旗舰店,"{'64GB': '5399.00', '256GB': '6499.00', '512GB': '7099.00'}",380.0
53,OPPOK3,OPPO京东自营官方旗舰店,"{'6GB+64GB': '1399.00', '8GB+128GB': '1799.00', '8GB+256GB': '1799.00'}",360.0
8,一加7Pro,一加手机京东自营官方旗舰店,"{'6GB 128GB': '3899.00', '8GB 256GB': '3899.00', '12GB 256GB': '3899.00'}",360.0
312,天语T2,天语手机京东自营官方旗舰店,{'': '89.00'},350.0
43,红米Note8Pro,小米京东自营旗舰店,"{'6GB+64GB': '1299.00', '6GB+128GB': '1399.00', '8GB+128GB': '1599.00', '8GB+256GB': '1799.00'}",320.0
73,飞利浦E171L,飞利浦手机京东自营旗舰店,{'': '168.00'},310.0
30,华为nova4e,华为京东自营官方旗舰店,"{'4GB+128GB': '1399.00', '6GB+128GB': '1299.00'}",260.0
26,小米CC9e,小米京东自营旗舰店,"{'4GB+64GB': '1049.00', '6GB+64GB': '1049.00', '6GB+128GB': '1049.00', '4GB+128GB': '1049.00'}",240.0
61,魅族16thPluS,魅族京东自营旗舰店,"{'16th（8GB+128GB）': '1888.00', '16th（6GB+128GB）': '1888.00', '16 Plus（6GB+128GB）': '1888.00', '16th（6GB+64GB）': '1888.00', '16 Plus（8GB+128GB）': '1888.00'}",240.0
70,华为nova4,华为京东自营官方旗舰店,"{'6GB+128GB 2000万': '1899.00', '8GB+128GB 2000万': '1899.00', '8GB+128GB 4800万': '1899.00'}",240.0
54,一加7,一加手机京东自营官方旗舰店,"{'8GB 256GB': '2999.00', '12GB 256GB': '3299.00'}",210.0
18,Z5,vivo京东自营官方旗舰店,"{'6GB+64GB': '1398.00', '6GB+128GB': '1498.00', '8GB+128GB': '2098.00', '6GB+256GB': '1648.00'}",210.0
44,荣耀Magic2,荣耀京东自营旗舰店,"{'全网通（6GB 128GB）': '1789.00', '全网通（8GB 128GB）': '1799.00', '全网通（8GB 256GB）': '2299.00', '3D感光全网通（8GB 512GB）': '2299.00'}",210.0
157,联想LenovoZ5,联想手机京东自营官方旗舰店,{'': '798.00'},190.0
9,荣耀20S,荣耀京东自营旗舰店,"{'全网通（6GB 128GB）': '1499.00', '全网通（8GB 128GB）': '1989.00'}",190.0
38,红米8A,小米京东自营旗舰店,"{'3GB+32GB': '699.00', '4GB+64GB': '749.00'}",190.0
40,荣耀20,荣耀京东自营旗舰店,"{'全网通（8GB 128GB）': '2689.00', '全网通（8GB 256GB）': '2989.00', 'MOSCHINO联名版（8GB 256GB）': '2989.00'}",180.0
506,小米9S,小米京东自营旗舰店,"{'6GB+64GB': '1399.00', '6GB+128GB': '1599.00', '8GB+128GB': '1799.00'}",170.0
29,华为nova5z,华为京东自营官方旗舰店,"{'6GB+64GB': '1399.00', '6GB+128GB': '1599.00'}",140.0
68,魅族X8,魅族京东自营旗舰店,"{'4GB+64GB': '899.00', '6GB+64GB': '999.00', '6GB+128GB': '1298.00'}",130.0
122,华为畅享9e,华为京东自营官方旗舰店,"{'3GB+32GB': '649.00', '3GB+64GB': '849.00'}",130.0
25,荣耀Play3,荣耀京东自营旗舰店,"{'全网通（4GB 64GB）': '889.00', '全网通（6GB 64GB）': '1299.00', '全网通（4GB 128GB）': '1299.00'}",130.0
39,红米K20Pro,小米京东自营旗舰店,"{'8GB+128GB': '2399.00', '8GB+512GB': '2799.00', '12GB+512GB': '2799.00'}",110.0
87,红米K20,小米京东自营旗舰店,"{'6GB+128GB': '1699.00', '8GB+256GB': '1799.00'}",110.0
33,vivoiQOOPro,vivo京东自营官方旗舰店,"{'8GB+128GB': '3498.00', '8GB+256GB': '3698.00', '12GB+128GB': '3298.00'}",110.0
380,守护宝上海中兴L660,守护宝手机京东自营旗舰店,{'': '199.00'},100.0
422,守护宝上海中兴L660,守护宝手机京东自营旗舰店,{'': '189.00'},100.0
539,天语Q21,天语手机京东自营官方旗舰店,{'': '69.00'},97.0
527,诺基亚3310,诺基亚手机京东自营旗舰店,{'': '399.00'},94.0
223,OPPOOPPOReno,OPPO京东自营官方旗舰店,"{'6GB+128GB': '1999.00', '6GB+256GB': '1999.00', '8GB+256GB': '1999.00'}",93.0
192,OPPOOPPOReno,OPPO京东自营官方旗舰店,"{'6GB+128GB': '1999.00', '6GB+256GB': '1999.00', '8GB+256GB': '1999.00'}",93.0
117,诺基亚81104G,诺基亚手机京东自营旗舰店,"{'裸机': '399.00', '耳机套装': '469.00'}",89.0
95,vivoZ3水滴全面屏高通骁龙处理器,vivo官方旗舰店,"{'6GB  64GB': '1098.00', '6GB  128GB': '1598.00', '4GB 128GB': '1048.00'}",89.0
77,realmeQ,realme真我京东自营旗舰店,"{'4GB+64GB': '1098.00', '6GB+64GB': '1298.00', '8GB+128GB': '1598.00'}",89.0
37,OPPORenoAce,OPPO京东自营官方旗舰店,"{'8GB+128GB': '2999.00', '8GB+256GB': '3199.00', '12GB+256GB': '3799.00'}",86.0
216,飞利浦E171L,飞利浦手机京东自营旗舰店,{'': '168.00'},84.0
45,iQOONeo855版,vivo京东自营官方旗舰店,"{'6GB+64GB': '1998.00', '6GB+128GB': '2298.00', '8GB+128GB': '2498.00'}",84.0
167,realmeX青春版,realme真我京东自营旗舰店,"{'4GB+64GB': '1199.00', '6GB+64GB': '1199.00', '6GB+128GB': '1199.00'}",84.0
185,飞利浦E171L,飞利浦手机京东自营旗舰店,{'': '168.00'},84.0
52,OPPOK5,OPPO京东自营官方旗舰店,"{'6GB+128GB': '1799.00', '8GB+128GB': '1999.00', '8GB+256GB': '2499.00'}",78.0
19,一加7T,一加手机京东自营官方旗舰店,"{'8GB 256GB': '3199.00', '8GB 128GB': '2999.00'}",74.0
170,飞利浦E319,飞利浦手机京东自营旗舰店,"{'E319': '199.00', 'E105': '99.00'}",72.0
135,魅族16S,魅族京东自营旗舰店,"{'全网通（6GB 128GB）': '2399.00', '全网通（8GB 128GB）': '2589.00'}",69.0
148,三星GalaxyA60,三星手机京东自营官方旗舰店,"{'6GB+64GB': '1339.00', '6GB+128GB': '1599.00'}",68.0
110,黑鲨游戏2Pro,黑鲨京东自营官方旗舰店,"{'12GB+128GB': '3499.00', '12GB+256GB': '3499.00', '12GB+512GB': '3499.00'}",60.0
86,vivoiQOO,vivo官方旗舰店,"{'6GB  128GB': '2098.00', '8GB  128GB': '2298.00', '8GB 256GB': '2998.00', '12GB  256GB': '3598.00', '12GB 128GB': '3098.00'}",51.0
293,华为畅玩7,佳沪手机旗舰店,{'': '418.00'},50.0
164,vivoS,vivo京东自营官方旗舰店,"{'4GB+128GB': '1598.00', '6GB+64GB': '1298.00', '6GB+128GB': '1898.00'}",44.0
307,飞利浦E289,飞利浦手机京东自营旗舰店,{'': '349.00'},44.0
296,iPhone8PluS,佳沪手机旗舰店,"{'全网通 64GB': '4138.00', '全网通 128GB': '4888.00', '全网通 256GB': '5999.00'}",42.0
362,纽曼R15,纽曼京东自营官方旗舰店,"{'移动联通版': '168.00', '电信版': '238.00'}",42.0
56,华为新品,荣耀京东自营旗舰店,"{'全网通（4GB 64GB）': '1089.00', '全网通（6GB 64GB）': '1389.00', '全网通（6GB 128GB）': '1699.00', '全网通（8GB 128GB）': '1899.00'}",39.0
199,魅族Note9,魅族京东自营旗舰店,"{'全网通（4GB 64GB）': '1099.00', '全网通（6GB 64GB）': '1199.00'}",39.0
400,努比亚努比亚X,努比亚京东自营旗舰店,"{'8GB+128GB': '2499.00', '8GB+256GB': '2499.00', '8GB+512GB': '2499.00'}",39.0
345,努比亚努比亚X,努比亚京东自营旗舰店,"{'8GB+128GB': '2499.00', '8GB+256GB': '2499.00', '8GB+512GB': '2499.00'}",39.0
94,AppleXR,佳沪手机旗舰店,"{'全网通 64GB': '4468.00', '全网通 128GB': '4798.00', '全网通 256G': '5648.00'}",39.0
90,华为麦芒8,华为京东自营官方旗舰店,{'': '1599.00'},39.0
230,魅族Note9,魅族京东自营旗舰店,"{'全网通（4GB 64GB）': '1099.00', '全网通（6GB 64GB）': '1199.00'}",39.0
24,iPhone11,佳沪手机旗舰店,"{'全网通 128GB': '5668.00', '全网通 64GB': '5188.00', '全网通 256GB': '6688.00'}",38.0
106,Reno十倍变焦版,OPPO京东自营官方旗舰店,"{'6GB+128GB': '3699.00', '6GB+256GB': '3999.00', '8GB+256GB': '4299.00'}",35.0
113,联想LenovoZ5S,联想手机京东自营官方旗舰店,"{'6GB+64GB': '898.00', '6GB+128GB': '1097.00'}",33.0
368,酷派cool9,酷派京东自营旗舰店,"{'酷玩8 Lite': '599.00', '酷派cool 9': '599.00', '碎屏保套装': '599.00'}",32.0
378,天语S,天语手机京东自营官方旗舰店,"{'全网通4G': '279.00', '2G': '279.00'}",31.0
366,荣耀畅玩8,荣耀京东自营旗舰店,{'': '599.00'},31.0
420,天语S,天语手机京东自营官方旗舰店,"{'全网通4G': '279.00', '2G': '279.00'}",31.0
50,三星GalaxyNote10+5G,三星手机京东自营官方旗舰店,{'': '7999.00'},30.0
193,OPPOK3千元高通骁龙710升降摄像头光感屏下指纹解锁全面屏智能拍照星云紫全网通(8GRAM+128GROM),OPPO官方直营旗舰店,"{'全网通(8G RAM+128G ROM)': '1799.00', '全网通(6G RAM+64G ROM)': '1399.00', '全网通(8G RAM+256G ROM)': '2299.00'}",30.0
224,OPPOK3千元高通骁龙710升降摄像头光感屏下指纹解锁全面屏智能拍照星云紫全网通(8GRAM+128GROM),OPPO官方直营旗舰店,"{'全网通(8G RAM+128G ROM)': '1799.00', '全网通(6G RAM+64G ROM)': '1399.00', '全网通(8G RAM+256G ROM)': '2299.00'}",30.0
27,红米K30,小米京东自营旗舰店,"{'6GB+128GB': '1699.00', '8GB+128GB': '1899.00', '8GB+256GB': '2199.00'}",30.0
258,iPhone7,经典二手商品专营店,"{'32G 全网通': '1069.00', '128G 全网通': '1399.00', '32G白条6期免息': '1137.00', '128G白条6期免息': '1488.00', '32G白条12期免息': '1215.00', '128G白条12期免息': '1590.00'}",27.0
605,荣耀畅玩7华为全网通4G全面屏,明日数码旗舰店,{'': '418.00'},27.0
127,魅族16XS,魅族京东自营旗舰店,"{'全网通（6GB 64GB）': '1299.00', '全网通（6GB 128GB）': '1699.00'}",27.0
74,AppleA1661,好机汇二手商品专营店,"{'32G 全网通': '1599.00', '128G 全网通': '1799.00'}",24.0
564,iPhone8PluS,经典二手商品专营店,"{'64G 全网通': '2539.00', '256G 全网通': '3188.00', '64G白条6期免息': '2701.00', '256G白条6期免息': '3391.00', '64G白条12期免息': '2885.00', '256G白条12期免息': '3623.00'}",24.0
599,纽曼L9,纽曼京东自营官方旗舰店,{'': '89.00'},23.0
546,诺基亚106,诺基亚手机京东自营旗舰店,"{'110': '179.00', '106': '179.00'}",23.0
64,联想LenovoZ6青春版,联想手机京东自营官方旗舰店,"{'6GB+64GB': '1098.00', '6GB+128GB': '1249.00', '4GB+64GB': '999.00'}",21.0
290,多亲（QIN）Qin1S,多亲官方旗舰店,{'': '399.00'},21.0
13,荣耀V30Pro,荣耀京东自营旗舰店,"{'全网通（8GB 128GB）': '3899.00', '全网通（8GB 256GB）': '4199.00'}",21.0
92,vivoU3x,vivo官方旗舰店,"{'3GB 32GB': '749.00', '3GB 64GB': '849.00', '4GB 64GB': '899.00'}",20.0
349,荣耀10青春版,掌视界数码旗舰店,"{'全网通(6G+128G)': '1199.00', '全网通(4G+64G)': '875.00', '全网通(6G+64G)': '1099.00'}",20.0
42,荣耀V30,荣耀京东自营旗舰店,"{'全网通（6GB 128GB）': '3299.00', '全网通（8GB 128GB）': '3699.00'}",19.0
251,iPhoneX,可多优品二手手机专营店,"{'64G全网通': '3149.00', '256G全网通': '3537.00', '64G全网通 白条12期免息0首付': '3705.00', '256G全网通 白条12期免息0首付': '4161.00'}",19.0
302,vivoS,vivo京东自营官方旗舰店,{'': '2398.00'},18.0
569,小辣椒红辣椒7R,小辣椒手机京东自营官方旗舰店,{'': '458.00'},18.0
41,一加7TPro,一加手机京东自营官方旗舰店,{'': '4599.00'},18.0
445,AppleXS,佳沪手机旗舰店,"{'全网通 256GB': '7099.00', '全网通 64GB': '5999.00', '全网通 256GB+碎屏险套餐': '7328.00', '全网通 64GB+碎屏险套餐': '6199.00'}",18.0
259,OPPOPCGM00,OPPO酷炫手机专卖店,"{'官方标配': '1799.00', '超值套装': '1899.00'}",17.0
250,华为畅享9,伟德手机专营店,{'': '798.00'},17.0
448,OPPOK3,OPPO酷炫手机专卖店,"{'官方标配': '1399.00', '超值套装': '1599.00'}",17.0
301,iPhone77二手磨砂黑128G全网通,扬帆二手商品专营店,"{'128G 全网通': '1369.00', '32G 全网通': '1059.00', '256G 全网通': '1799.00'}",17.0
136,中兴BladeA7,中兴京东自营官方旗舰店,"{'2GB+32GB': '498.00', '3GB+64GB': '498.00'}",16.0
377,天语S,天语手机京东自营官方旗舰店,{'': '279.00'},16.0
225,飞利浦E219,飞利浦手机京东自营旗舰店,{'': '299.00'},15.0
194,飞利浦E219,飞利浦手机京东自营旗舰店,{'': '299.00'},15.0
308,华为P30天空之境全网通8G+128G,福气多多手机旗舰店,"{'全网通8G+128G【华为官方直供】': '3688.00', '全网通8G+256G【华为官方直供】': '4188.00', '全网通6G+128G【华为官方直供】': '3388.00', '全网通8G+64G【华为官方直供】': '3388.00'}",15.0
467,vivoiQOONeo,vivo官方旗舰店,"{'6GB 128GB': '2098.00', '8GB 64GB': '2198.00', '8GB 128GB': '2398.00'}",15.0
304,OPPOK3,OPPO手机乐良专卖店,"{'全网通': '1799.00', '超值套装': '1899.00'}",14.0
544,飞利浦E151Y,飞利浦手机京东自营旗舰店,{'': '168.00'},14.0
566,ApplexS,佳沪手机旗舰店,"{'全网通 64GB': '5358.00', '全网通 256GB': '6258.00', '全网通 512GB': '14999.00', '全网通 64GB+碎屏险套餐': '10999.00'}",14.0
350,飞利浦E109C,飞利浦手机京东自营旗舰店,{'': '179.00'},14.0
406,飞利浦E109C,飞利浦手机京东自营旗舰店,{'': '169.00'},14.0
543,iPhoneXR,翱行二手商品专营店,"{'64G 全网通': '3458.00', '128G 全网通': '3699.00', '64G 全网通 白条6期免息': '3779.00', '128G 全网通  白条6期免息': '3999.00', '64G 全网通 白条12期免息': '3879.00', '128G 全网通  白条12期免息': '4099.00', '256G 全网通': '4088.00'}",13.0
252,华为P30Pro,臻火旗舰店,"{'8+128GB全网通': '4488.00', '8+256GB全网通': '4988.00'}",13.0
80,努比亚Z20,努比亚京东自营旗舰店,"{'6GB+128GB': '2799.00', '8GB+128GB': '2999.00', '8GB+512GB': '3499.00'}",13.0
583,天语T2,天语手机京东自营官方旗舰店,{'': '89.00'},13.0
253,荣耀20i保价10天加碎屏险+影视会员华为幻夜黑6+64G全网通,京铠玄手机旗舰店,"{'4+128G 全网通': '1299.00', '6+256G 全网通': '1799.00', '6+64G 全网通': '999.60'}",13.0
226,华为畅享9PluS,掌视界数码旗舰店,"{'移动全网通(4G+128G)': '998.00', '全网通(4G+128G)': '1070.00', '全网通(6G+128G)': '1198.00'}",12.0
220,iPhone6S,海之博优品二手商品专营店,"{'16G 全网通': '708.00', '32G 全网通': '836.00', '64G 全网通': '896.00', '128G 全网通': '1166.00'}",12.0
195,华为畅享9PluS,掌视界数码旗舰店,"{'移动全网通(4G+128G)': '998.00', '全网通(4G+128G)': '1070.00', '全网通(6G+128G)': '1198.00'}",12.0
189,iPhone6S,海之博优品二手商品专营店,"{'16G 全网通': '708.00', '32G 全网通': '836.00', '64G 全网通': '896.00', '128G 全网通': '1166.00'}",12.0
472,小米9,佳沪手机旗舰店,"{'全网通8GB+128GB': '2388.00', '全网通6GB+128GB': '2318.00', '全网通8GB+256GB': '2499.00'}",12.0
264,新款4G+64G大内存6.1英寸水滴大屏小辣椒9e安卓智能全网通4G学生价超薄指纹一体机渐变黑4G+64G,广中达官方旗舰店,"{'4G+64G': '569.00', '6G+64G': '699.00', '6G+128G': '799.00'}",12.0
109,华为p30,炜东电商旗舰店,"{'8GB+128GB 全网通（一年碎屏险套餐）': '3678.00', '8GB+256GB 全网通（一年碎屏险套餐）': '4188.00', '6GB+128GB 全网通（一年碎屏险套餐）': '3388.00', '8GB+64GB 全网通（一年碎屏险套餐）': '3388.00'}",12.0
594,iPhone7,可多优品二手手机专营店,"{'32G全网通': '1049.00', '128G全网通': '1329.00', '256G全网通': '1869.00', '32G全网通 白条6期免息0首付': '1116.00', '128G全网通 白条6期免息0首付': '1564.00', '256G全网通 白条6期免息0首付': '1988.00'}",12.0
65,OPPOA11x,OPPO京东自营官方旗舰店,{'': '1799.00'},12.0
483,OPPOA5,OPPO酷炫手机专卖店,{'': '699.00'},12.0
271,黑莓BlackBerryKEY2,黑莓手机京东自营官方旗舰店,"{'6GB+64GB': '3499.00', '6GB+128GB': '3999.00'}",12.0
416,华为畅享8e青春版,佳沪手机旗舰店,{'': '439.00'},12.0
358,华为畅享8e青春版,佳沪手机旗舰店,{'': '439.00'},12.0
132,小米（MI）红米note7Pro,佳沪手机旗舰店,{'': '1035.00'},12.0
286,飞利浦E518,飞利浦手机京东自营旗舰店,{'': '399.00'},12.0
371,小辣椒红辣椒8X,小辣椒手机京东自营官方旗舰店,{'': '649.00'},11.0
374,守护宝K199,守护宝手机京东自营旗舰店,{'': '399.00'},11.0
559,天语V6C,天语手机京东自营官方旗舰店,{'': '199.00'},11.0
598,华为P8青春版真八核CPU安卓移动4G联通2G黑色(系统不要升级）2+16G,信谊二手商品专营店,{'': '288.00'},11.0
479,华为P20Pro,福气多多手机旗舰店,"{'全网通6G+128G【华为官方直供】': '2888.00', '全网通6G+128G【碎屏险套餐】': '2938.00'}",10.0
66,华为nova4e雀翎蓝6G+128G全网通,京铠玄手机旗舰店,"{'6G+128G 全网通': '1199.00', '4G+128G 全网通碎屏险套装': '1179.00', '6G+128G 全网通碎屏险套装': '1239.00', '4G+128G 全网通': '1159.00'}",10.0
154,纽曼N99,纽曼京东自营官方旗舰店,{'': '119.00'},9.5
547,iPhone6,翱行二手商品专营店,"{'16G 全网通': '608.00', '64G 全网通': '768.00', '32G 全网通': '668.00', '128G 全网通': '1158.00'}",9.4
496,荣耀9X,牧申手机旗舰店,"{'全网通6GB+128GB': '1499.00', '全网通6GB+64GB': '1299.00', '全网通4GB+64GB': '1099.00', '全网通8GB+128GB': '1799.00'}",9.3
410,三星GalaxyS,三星手机京东自营官方旗舰店,"{'公开版': '4269.00', '移动版': '4269.00'}",9.1
354,三星GalaxyS,三星手机京东自营官方旗舰店,"{'公开版': '4269.00', '移动版': '4269.00'}",9.1
179,iPhone7PluS,佳沪手机旗舰店,"{'全网通 128GB': '3428.00', '全网通 32GB': '4399.00'}",9.0
316,荣耀20i,疆界互联旗舰店,"{'6G+64G全网通咨询赠一年影视会员观影权益': '999.00', '4G+128G全网通咨询赠一年影视会员观影权益': '1079.80', '6G+256G全网通咨询赠一年影视会员观影权益': '1499.80', '6G+128G全网通咨询赠一年影视会员观影权益': '1349.80', '6G+64G+一年碎屏险': '1249.00'}",9.0
140,小米9,疆界互联旗舰店,"{'8G+128G 全网通': '2388.00', '6G+128G 全网通': '2368.00', '8G+256G 全网通': '2488.00', '尊享12G+256G 全网通': '4999.00', '8G+128G 全网通 碎屏险套装': '2459.00'}",8.9
78,荣耀play3华为加送碎屏险极光蓝4+64G全网通,京铠玄手机旗舰店,"{'6+64G全网通': '1099.00', '4+64G全网通': '799.60', '4+128G全网通': '1299.00'}",8.9
531,OPPOR15x光感屏下指纹水滴全面屏6G+128G智能全网通后置AI,OPPO官方直营旗舰店,{'': '1499.00'},8.8
103,iPhoneX,马上优品二手商品旗舰店,"{'64G 全网通': '3088.00', '256G 全网通': '3518.00', '64G 全网通+外屏保': '3188.00', '256G 全网通+外屏保': '3688.00'}",8.5
120,华为p30Pro,炜东电商旗舰店,"{'8GB+128GB 全网通（一年碎屏险套餐）': '4478.00', '8GB+256GB 全网通（一年碎屏险套餐）': '4988.00', '8GB+512GB 全网通（一年碎屏险套餐）': '5788.00'}",8.5
379,小辣椒红辣椒8XPro,小辣椒手机京东自营官方旗舰店,{'': '859.00'},8.4
278,华为P30Pro,OKSJ手机旗舰店,"{'8G+128G赠华为无线充+蓝牙音箱': '4488.00', '8G+256G赠华为无线充+蓝牙音箱': '4988.00', '8G+512G赠华为无线充+蓝牙音箱': '5788.00'}",8.4
421,小辣椒红辣椒8XPro,小辣椒手机京东自营官方旗舰店,{'': '859.00'},8.4
367,OPPOA53G+32G全网通oppor15xk3同款全面屏,OPPO酷炫手机专卖店,{'': '699.00'},8.3
153,荣耀v20,佳沪手机旗舰店,"{'全网通8G+128G': '1899.00', '全网通6G+128G': '1699.00'}",8.3
58,一加7TPro,一加手机京东自营官方旗舰店,{'': '5299.00'},8.2
126,vivoiQOONeo,vivo官方旗舰店,"{'6GB 64GB': '1998.00', '6GB 128GB': '1998.00', '8GB 128GB': '2298.00', '8GB 256GB': '2698.00'}",8.0
