,model,store,versions,sale
88,iPhone11黑色全网通64GB,明日数码旗舰店,"{'全网通 64GB': '5128.00', '全网通 128GB': '5648.00', '全网通 256GB': '6577.00', '限时3-12期免息0首付/全网通 64GB': '5999.00', '限时3-12期免息0首付/全网通 128GB': '6599.00', '限时3-12期免息0首付/全网通 256GB': '7699.00', 'AirPods 2代无线套装/全网通 64GB': '6499.00', 'AirPods 2代无线套装/全网通 128GB': '6999.00', 'AirPods 2代无线套装/全网通 256GB': '7899.00', '全网通 64GB/赠苹果充电套装': '5299.00', '全网通 128GB/赠苹果充电套装': '5799.00', '全网通 256GB/赠苹果充电套装': '6699.00'}",8.0
139,华为nova4e,炜东电商旗舰店,"{'6G+128G全网通': '1178.00', '6G+128G 全网通一年碎屏险套装': '1229.00'}",7.8
160,中兴BladeV10,中兴京东自营官方旗舰店,"{'4GB+64GB': '999.00', '4GB+128GB': '999.00'}",7.7
71,OPPOA11,OPPO京东自营官方旗舰店,"{'4GB+128GB': '1299.00', '6GB+256GB': '1599.00', '6GB+128GB': '1499.00'}",7.6
149,荣耀20i,炜东电商旗舰店,"{'全网通(4GB+128GB)': '1099.00', '全网通（6GB+64GB）': '999.00', '全网通（6GB+128GB）': '1459.00', '全网通（6GB+256GB）': '1499.00'}",7.4
84,iPhonex,泰业优品二手手机旗舰店,"{'64G 全网通': '3199.00', '256G 全网通': '3606.00', '6期免息白条分期0首付 全网通64G': '3599.00', '6期免息白条分期0首付 全网通256G': '4073.00', '12期免息白条分期0首付 全网通64G': '3699.00', '12期免息白条分期0首付 全网通256G': '4299.00'}",7.4
114,小米（MI）红米8A,佳沪手机旗舰店,"{'全网通4G+64G': '668.00', '全网通3G+32G': '673.00'}",7.3
465,荣耀9X,掌视界数码旗舰店,"{'全网通（6G+128G）': '1559.00', '全网通（6G+64G）': '1299.00', '全网通（4G+64G）': '1099.00', '全网通(8G+128G)': '1999.00'}",7.3
210,摩托罗拉XT1925-10,摩托罗拉手机京东自营官方旗舰店,{'': '649.00'},7.2
460,iPhone6S,翱行二手商品专营店,"{'16G 全网通': '708.00', '64G 全网通': '889.00', '16G 全网通 白条12期免息': '889.00', '64G 全网通 白条12期免息': '889.00', '32G 全网通': '889.00', '128G 全网通': '889.00'}",7.2
124,vivoiQOOPro,vivo京东自营官方旗舰店,{'': '2898.00'},6.8
563,红米红米Note7Pro,同达丰手机旗舰店,{'': '1048.00'},6.7
16,iPhone11,聚捷联盛手机旗舰店,"{'【白条24期免息】128G': '7699.00', '256GB': '6599.00', '128GB': '5699.00', '【白条24期免息】64G': '6999.00', '64GB': '5149.00', '【白条24期免息】256G': '8999.00', '【白条6期免息】64G': '5599.00', '【白条6期免息】128G': '6199.00', '【白条6期免息】256G': '7299.00', '【白条12期免息】64G': '5999.00', '【白条12期免息】128G': '6599.00', '【白条12期免息】256G': '7699.00'}",6.7
206,Apple6iphone6,闪搜二手手机专营店,"{'16G 全网通+一年碎屏险': '708.00', '16G 全网通': '668.00', '64G 全网通+一年碎屏险': '928.00', '64G 全网通': '888.00', '32G 全网通+一年碎屏险': '808.00', '32G 全网通': '768.00'}",6.5
237,Apple6iphone6,闪搜二手手机专营店,"{'16G 全网通+一年碎屏险': '708.00', '16G 全网通': '668.00', '64G 全网通+一年碎屏险': '928.00', '64G 全网通': '888.00', '32G 全网通+一年碎屏险': '808.00', '32G 全网通': '768.00'}",6.5
96,OPPOK5,OPPO酷炫手机专卖店,{'': '1799.00'},6.5
571,OPPOK3高通骁龙710VOOC闪充r15x/r17同款星云紫（6G+64G）,OPPO优品专卖店,"{'双卡双待': '1399.00', '超值套餐': '1499.00'}",6.5
245,Apple6iphone6,闪搜二手手机专营店,"{'16G 全网通+一年碎屏险': '708.00', '16G 全网通': '668.00', '64G 全网通+一年碎屏险': '928.00', '64G 全网通': '888.00', '32G 全网通+一年碎屏险': '808.00', '32G 全网通': '768.00'}",6.5
91,iPhone11白色128GB,臻火旗舰店,"{'64GB': '5179.00', '128GB': '5759.00', '256GB': '6499.00'}",6.4
533,荣耀8X全网通幻夜黑（4G+64G）,聚捷联盛手机旗舰店,"{'（6G+128G）': '1249.00', '（6G+64G）': '1069.00', '（4G+64G）': '886.00'}",6.4
455,iPhone7PluS,泰业优品二手手机旗舰店,"{'32G 全网通': '1544.00', '32G 全网通 6期免息': '1798.00', '128G 全网通6期白条免息': '2099.00', '128G 全网通': '1799.00', '256G全网通': '2369.00', '128G 全网通12期白条免息': '2299.00'}",6.2
387,荣耀9X华为全网通魅海蓝标配版,聚捷联盛手机旗舰店,"{'【8G+128G】至尊版': '1799.00', '【6G+64G】高配版': '1299.00', '【6G+128G】尊享版': '1558.00', '【4G+64G】标配版': '1099.00'}",6.2
429,荣耀9X华为全网通魅海蓝标配版,聚捷联盛手机旗舰店,"{'【8G+128G】至尊版': '1799.00', '【6G+64G】高配版': '1299.00', '【6G+128G】尊享版': '1558.00', '【4G+64G】标配版': '1099.00'}",6.2
129,iPhonexXS,泰业优品二手手机旗舰店,"{'64G 全网通': '4799.00', '256G 全网通': '5354.00', '512G 全网通': '5899.00', '6期免息白条分期0首付 (64G全网通)': '5588.00', '6期免息白条分期0首付 (256G全网通)': '5999.00', '6期免息白条分期0首付 (512G全网通)': '6599.00'}",6.1
360,华为nova5i苏音蓝全网通(8G+128G),掌视界数码旗舰店,"{'全网通(6G+128G)': '1799.00', '全网通(8G+128G)': '1999.00'}",6.1
405,华为nova5i幻夜黑全网通(8G+128G),掌视界数码旗舰店,"{'全网通(6G+128G)': '1799.00', '全网通(8G+128G)': '1999.00'}",6.1
181,小米8游戏黑全网通6GB+128GB,谷高数码手机专营店,"{'全网通6GB+128GB': '1898.00', '全网通8GB+128GB': '2298.00', '全网通6GB+256GB': '2498.00', '移动全网通6GB+128GB': '1738.00'}",6.0
466,华为畅享10PluS,久汇通官方旗舰店,"{'全网通+（4G+128G）咨询下单有惊喜优惠': '1449.00', '全网通+免费碎屏险（6G+128G）': '1669.00', '全网通（6G+128G）+1年碎屏险': '1799.00', '全网通（8G+128G）+1年碎屏险': '1999.00', '全网通+免费碎屏险（8G+128G）': '1899.00'}",5.9
517,荣耀9x保价7天全网通魅海蓝6G+128G（到手价1599元）,千瑞达手机旗舰店,"{'4G+64G 送原装耳机': '1099.00', '6G+64G 送原装耳机': '1299.00', '6G+128G（到手价1599元）': '1599.00', '8G+128G  送原装耳机.碎屏险': '1999.00'}",5.7
101,vivoY7S,vivo京东自营官方旗舰店,{'': '1598.00'},5.6
72,小米9Pro,疆界互联旗舰店,"{'8G+256G 【现货速发】': '3588.00', '8G+128G': '3699.00', '12G+256G': '4099.00', '12G+512G 【现货速发】': '4199.00'}",5.5
408,OPPOOPPOK3,OPPO优品专卖店,"{'官方标配': '1399.00', '超值套餐': '1499.00'}",5.5
351,OPPOOPPOK3,OPPO优品专卖店,"{'官方标配': '1399.00', '超值套餐': '1499.00'}",5.5
440,华为mate20Pro,福气多多手机旗舰店,"{'6+128G【仅需3399到手】': '3999.00', '8G+128G【仅需3599到手】': '4599.00', '8G+256G【咨询优惠】': '5899.00'}",5.4
606,华为畅享9,众盛手机专营店,"{'(4G RAM+64G ROM)': '829.00', '(4G RAM+128G ROM)': '939.00'}",5.3
218,金立金立K3,金立手机京东自营旗舰店,"{'4GB+64GB': '749.00', '6GB+128GB': '949.00'}",5.1
461,华为mate30,OKSJ手机旗舰店,{'': '4299.00'},5.1
187,金立金立K3,金立手机京东自营旗舰店,"{'4GB+64GB': '749.00', '6GB+128GB': '749.00'}",5.1
175,OPPORenoAce,OPPO官方直营旗舰店,"{'标配版': '2999.00', '新品首销有礼': '3099.00'}",5.1
231,华为Mate30（5G版可选）亮黑全网通(8G+128G)(5G版),掌视界数码旗舰店,"{'全网通(6G+128G)(4G版)': '3999.00', '全网通(8G+128G)(4G版)': '4299.00', '全网通(8G+128G)(5G版)': '4999.00', '全网通(8G+256G)(5G版)': '5499.00'}",5.0
67,三星GalaxyNote10,三星手机京东自营官方旗舰店,{'': '5999.00'},5.0
200,华为Mate30（5G版可选）亮黑全网通(8G+128G)(5G版),掌视界数码旗舰店,"{'全网通(6G+128G)(4G版)': '3999.00', '全网通(8G+128G)(4G版)': '4299.00', '全网通(8G+128G)(5G版)': '4999.00', '全网通(8G+256G)(5G版)': '5499.00'}",5.0
288,vivoZ5x全网通极点全面屏5000mAh骁龙710AI三摄极光色6GB+128GB全网通,vivo兰珊专卖店,"{'全网通': '1398.00', '超值套装': '1498.00'}",4.7
330,iPhone8,马上优品二手商品旗舰店,"{'64G 全网通': '1868.00', '256G 全网通': '2548.00', '64G 全网通+碎屏无忧': '1888.00', '256G 全网通+碎屏无忧': '2568.00'}",4.5
393,华为nova5Pro,明日数码旗舰店,"{'全网通（8G+128GB）分期0首付': '2499.00', '全网通（8G+256GB）分期0首付': '2899.00', '12期免息/全网通（8G+128GB）': '2699.00', '12期免息/全网通（8G+256GB）': '3099.00'}",4.5
318,iPhone8,马上优品二手商品旗舰店,"{'64G 全网通': '1868.00', '256G 全网通': '2548.00', '64G 全网通+碎屏无忧': '1888.00', '256G 全网通+碎屏无忧': '2568.00'}",4.5
112,三星GalaxyA80,三星手机京东自营官方旗舰店,{'': '2739.00'},4.4
519,荣耀9x,疆界互联旗舰店,"{'6G+64G全网通咨询赠一年影视会员观影权益': '1299.80', '4G+64G全网通咨询赠一年影视会员观影权益': '1099.80', '6G+128G全网通咨询赠一年影视会员观影权益': '1519.00', '4G+64G+一年碎屏保': '1249.00', '8G+128G全网通咨询赠一年影视会员观影权益': '1799.00'}",4.4
326,华为nova5Pro,明日数码旗舰店,"{'全网通（8G+128GB）分期0首付': '2499.00', '全网通（8G+256GB）分期0首付': '2899.00', '12期免息/全网通（8G+128GB）': '2699.00', '12期免息/全网通（8G+256GB）': '3099.00'}",4.4
338,华为nova5Pro,明日数码旗舰店,"{'全网通（8G+128GB）分期0首付': '2499.00', '全网通（8G+256GB）分期0首付': '2899.00', '12期免息/全网通（8G+128GB）': '2699.00', '12期免息/全网通（8G+256GB）': '3099.00'}",4.4
169,华为Mate30Pro,掌视界数码旗舰店,"{'全网通(8G+128G)(4G版)': '5799.00', '全网通(8G+256G)(4G版)': '6299.00', '全网通(8G+256G)(5G版)': '6899.00', '全网通(8G+512G)(5G版)': '7899.00'}",4.2
294,华为畅享10pluS,炜东电商旗舰店,"{'6GB+128GB全网通（白条分期免息0首付）': '1699.00', '4GB+128GB全网通（白条分期免息0首付）': '1399.00', '8G+128G全网通（白条分期免息0首付）': '1899.00'}",4.2
134,华为nova5Pro,千瑞达手机旗舰店,"{'8G+128G  （已降200）': '2499.00', '8G+256G （已降200）': '2899.00', '8G+256G （12期免息）': '3099.00'}",4.1
365,小辣椒红辣椒7X尊享版,小辣椒手机京东自营官方旗舰店,"{'6GB+64GB': '749.00', '6GB+128GB': '859.00'}",4.1
282,荣耀20,疆界互联旗舰店,"{'8G+256G全网通碎屏险套装': '2209.80', '8G+128G全网通': '2099.80', '8G+256G+一年碎屏险': '2579.00'}",4.0
263,华为nova5Pro,佳沪手机旗舰店,"{'全网通8G+128G【咨询立省200】': '2499.00', '全网通8G+256G【咨询立省200】': '2899.00'}",4.0
119,小米红米Note8Pro,疆界互联旗舰店,"{'6G+128G 全网通': '1298.00', '8G+128G 全网通': '1448.00', '6G+64G 全网通': '1188.00', '8G+256G 全网通': '1618.00'}",3.9
151,AppleA1661,瓜子二手商品专营店,"{'32G 全网通': '1599.00', '128G 全网通': '1768.00'}",3.9
107,Appleipone11(A2223),淘金手机专营店,"{'全网通 (64GB)': '5118.00', '全网通 (128G)': '5688.00', '全网通(256G)': '6428.00', '全网通 (64GB)3-24期免息': '5828.00'}",3.9
464,黑鲨黑鲨游戏Helo,佳沪手机旗舰店,"{'全网通 8G+128G': '1988.00', '全网通 10G+256G': '3599.00'}",3.8
180,iPhone8PluS,马上优品二手商品旗舰店,"{'64G 全网通': '2458.00', '256G 全网通': '3099.00', '64G 全网通+碎屏无忧': '2488.00', '256G 全网通+碎屏无忧': '3119.00'}",3.7
211,iPhone8PluS,马上优品二手商品旗舰店,"{'64G 全网通': '2458.00', '256G 全网通': '3099.00', '64G 全网通+碎屏无忧': '2488.00', '256G 全网通+碎屏无忧': '3119.00'}",3.7
248,华为P30天空之境（8G+128G）,聚捷联盛手机旗舰店,"{'（6G+128G）': '3388.00', '8G+128G(12期免息版)': '3858.00', '（8G+256G）': '4188.00', '（8G+128G）': '3668.00', '（8G+64G）': '3388.00'}",3.6
209,华为P30天空之境（8G+128G）,聚捷联盛手机旗舰店,"{'（6G+128G）': '3388.00', '8G+128G(12期免息版)': '3858.00', '（8G+256G）': '4188.00', '（8G+128G）': '3668.00', '（8G+64G）': '3388.00'}",3.6
355,vivoZ5x,vivo智美专卖店,"{'4GB 64GB': '1198.00', '6GB 64GB': '1198.00', '6GB 128GB': '1298.00', '8GB 128GB': '1598.00'}",3.6
419,vivoZ5x,vivo智美专卖店,"{'4GB 64GB': '1198.00', '6GB 64GB': '1298.00', '6GB 128GB': '1398.00', '8GB 128GB': '1598.00'}",3.6
174,AppleXS,万城优品二手手机专营店,"{'64G 全网通': '4569.00', '256G 全网通': '5159.00', '512G 全网通': '5899.00', '64G 全网通 12期白条免息': '5199.00', '256G 全网通 12期白条免息': '5799.00', '512G 全网通 12期白条免息': '9099.00'}",3.5
190,华为畅享9,佳沪手机旗舰店,{'': '779.00'},3.5
221,华为畅享9,佳沪手机旗舰店,{'': '779.00'},3.5
560,荣耀畅玩8A全网通全面屏智能老人老年学生华为幻夜黑3+32G全网通,京铠玄手机旗舰店,"{'3+64G 全网通': '799.00', '3+32G 全网通': '588.00'}",3.4
396,华为畅享9S,京铠玄手机旗舰店,"{'6+64G 全网通': '999.00', '4G+128G 全网通': '999.00'}",3.4
329,华为畅享9S,京铠玄手机旗舰店,"{'6+64G 全网通': '999.00', '4G+128G 全网通': '999.00'}",3.4
152,华为mate20,牧申手机旗舰店,"{'6+64G 官方标配': '2699.00', '6+64G 碎屏险套餐': '2799.00', '6+128G 【官方标配】': '2599.00', '6+128G 碎屏险套餐': '3199.00'}",3.4
341,华为畅享9S,京铠玄手机旗舰店,"{'6+64G 全网通': '999.00', '4G+128G 全网通': '999.00'}",3.4
141,华为p20Pro,炜东电商旗舰店,{'': '2799.00'},3.3
597,飞利浦E517,飞利浦手机京东自营旗舰店,{'': '299.00'},3.3
279,飞利浦E5154G版,飞利浦手机京东自营旗舰店,{'': '499.00'},3.3
463,朵唯朵唯D1,朵唯手机京东自营旗舰店,{'': '599.00'},3.3
244,vivoU3x全网通水滴全面屏超广角AI三摄5000mAh持久续航赤茶红4GB+64GB全网通,vivo兰珊专卖店,"{'全网通': '899.00', '超值套装': '999.00'}",3.2
236,vivoU3x全网通水滴全面屏超广角AI三摄5000mAh持久续航赤茶红4GB+64GB全网通,vivo兰珊专卖店,"{'全网通': '899.00', '超值套装': '999.00'}",3.2
168,OPPORenoAce,OPPO手机乐良专卖店,"{'全网通': '2999.00', '超值套装': '3099.00'}",3.2
205,vivoU3x全网通水滴全面屏超广角AI三摄5000mAh持久续航赤茶红4GB+64GB全网通,vivo兰珊专卖店,"{'全网通': '899.00', '超值套装': '999.00'}",3.2
477,华为畅享10PluS,掌视界数码旗舰店,"{'全网通(4G+128G)(分期免息0首付)': '1399.00', '全网通(6G+128G)(分期免息0首付)': '1699.00', '全网通(8G+128G)(分期免息0首付)': '1899.00'}",3.1
437,红米红米Note7Pro,疆界互联旗舰店,{'': '1032.00'},3.1
449,华为P30,同达丰手机旗舰店,"{'全网通8G+64G(6期免息)': '3388.00', '全网通 6G+128G': '3388.00', '全网通8G+256G': '4188.00', '全网通 8G+128G(6期免息)': '3658.00'}",3.1
306,荣耀9x,佳沪手机旗舰店,"{'全网通4GB+64GB': '1099.00', '全网通6GB+64GB': '1299.00', '全网通6GB+128GB': '1799.00', '全网通8GB+128GB': '1999.00'}",3.1
386,红米红米Note7Pro,疆界互联旗舰店,{'': '1035.00'},3.1
470,荣耀畅玩8全面屏智能老人老人大字体老年机智能机学生机全网通全面屏幻夜黑2+32G,京铠玄手机旗舰店,{'': '499.00'},3.1
482,华为mate30Pro,福气多多手机旗舰店,"{'5G版（8G+256G）全网通': '6899.00', '5G版（8G+512G）全网通': '7899.00', '4G版（8G+128G） 全网通': '5799.00', '4G版（8G+256G）全网通': '6299.00'}",3.1
268,1699！OPPOK5findx/r15/k1/k3升级款oppok5奇幻森林6GB+128GB标配(原装耳机+蓝牙音箱),头号卖家旗舰店,"{'标配(原装耳机+蓝牙音箱)': '1799.00', '套餐(原装耳机+扫地机器人)': '1849.00'}",3.0
562,iPhone8PluS,泰业优品二手手机旗舰店,"{'64G 全网通': '2466.00', '256G 全网通': '3209.00', '6期免息白条分期0首付 全网通64G': '2899.00', '6期免息白条分期0首付 全网通256G': '3499.00'}",3.0
498,华为Nova4e,茄子手机旗舰店,"{'4G+128G': '1178.00', '6G+128G': '1188.00'}",2.9
93,iPhone11黑色全网通64GB,牧申手机旗舰店,"{'全网通 64GB': '5185.00', '全网通 128GB': '5685.00', '全网通 256GB': '7985.00'}",2.9
276,新品iPhone11Pro,OKSJ手机旗舰店,{'': '9398.00'},2.9
554,iPhone8pluS,发动机优品二手手机专营店,"{'64G 全网通': '2466.00', '256G 全网通': '3166.00', '64G 全网通 0首付6期白条免息': '2599.00', '256G 全网通 0首付6期白条免息': '3499.00', '64G 全网通 18W PD快充套装版': '2499.00', '256G 全网通 18W PD快充套装版': '3218.00'}",2.9
146,荣耀20Pro,疆界互联旗舰店,"{'8G+256G全网通咨询赠一年影视会员观影权益': '2599.00', '8G+128G全网通咨询赠一年影视会员观影权益': '2349.00', '8+256G 全网通 MOSCHINO联名版': '9999.00', '8G+256G+一年碎屏险': '3079.00'}",2.9
75,iPhoneXS,马上优品二手商品旗舰店,"{'全网通 64G': '3918.00', '全网通 256G': '4428.00', '全网通 512G': '4999.00'}",2.9
163,荣耀20Pro,天翼电信旗舰店,"{'全网通8GB+256GB': '2899.00', '全网通8GB+128GB': '2599.00'}",2.9
404,华为nova5Pro,OKSJ手机旗舰店,"{'8G+128G': '2499.00', '8G+256G': '2899.00'}",2.9
348,华为nova5Pro,OKSJ手机旗舰店,"{'8G+128G': '2499.00', '8G+256G': '2899.00'}",2.9
431,Apple11,冰之凯盛手机专营店,"{'全网通 64G': '5188.00', '全网通 128G': '5718.00', '全网通 256G': '6499.00', '全网通 64G（分期3期免息）': '5499.00', '全网通 128G（分期3期免息）': '5999.00', '全网通 256G（分期3期免息）': '6799.00', '全网通 64G（分期6期免息）': '5799.00', '全网通 128G（分期6期免息）': '6399.00', '全网通 256G（分期6期免息）': '7299.00', '全网通 64G（分期12期免息）': '6199.00', '全网通 128G（分期12期免息）': '6699.00', '全网通 256G（分期12期免息）': '7699.00', '全网通64G 【分期24期免息】': '5999.00', '全网通128G 【分期24期免息】': '6599.00', '全网通256G 【分期24期免息】': '7599.00'}",2.8
83,iPhoneXx国行X灰色64G全网通,发动机优品二手手机专营店,"{'64G 全网通': '3069.00', '256G 全网通': '3568.00', '64G 全网通 0首付 6期分期白条免息': '3299.00', '256G 全网通 0首付 6期分期白条免息': '3899.00', '64G 全网通 0首付 12期分期白条免息': '3499.00', '256G 全网通 0首付 12期分期白条免息': '4016.00', '64G 全网通 0首付 3期分期白条免息': '3199.99', '256G 全网通 0首付 3期分期白条免息': '3666.00', '64G 全网通 18W PD快充套装版': '3119.00', '256G 全网通 18W PD快充套装版': '3608.00', '256G 全网通 0首付 24期分期白条免息': '4466.00'}",2.8
343,iPhonex,泰业优品二手手机旗舰店,"{'256G 全网通 『赠全新苹果充电器』': '3755.00', '64G 全网通 『赠全新苹果充电器』': '3399.00', '6期免息白条分期0首付『64G』': '3699.00', '6期免息白条分期0首付『256G』': '4299.00'}",2.8
398,iPhonex,泰业优品二手手机旗舰店,"{'256G 全网通 『赠全新苹果充电器』': '3755.00', '64G 全网通 『赠全新苹果充电器』': '3399.00', '6期免息白条分期0首付『64G』': '3699.00', '6期免息白条分期0首付『256G』': '4299.00'}",2.8
601,Huawei/华为P20Pro,闲至优品二手手机旗舰店,"{'6GB+64GB': '1679.00', '6GB+128GB': '1859.00', '6GB+256GB': '2199.00', '8GB+128GB': '2199.00'}",2.8
389,Apple11,冰之凯盛手机专营店,"{'全网通 64G': '5188.00', '全网通 128G': '5718.00', '全网通 256G': '6499.00', '全网通 64G（分期3期免息）': '5499.00', '全网通 128G（分期3期免息）': '5999.00', '全网通 256G（分期3期免息）': '6799.00', '全网通 64G（分期6期免息）': '5799.00', '全网通 128G（分期6期免息）': '6399.00', '全网通 256G（分期6期免息）': '7299.00', '全网通 64G（分期12期免息）': '6199.00', '全网通 128G（分期12期免息）': '6699.00', '全网通 256G（分期12期免息）': '7699.00', '全网通64G 【分期24期免息】': '5999.00', '全网通128G 【分期24期免息】': '6599.00', '全网通256G 【分期24期免息】': '7599.00'}",2.8
280,OPPOK56400万超清四摄k1k3升级版游戏oppok奇幻森林8G+128G全网通,OPPO优品专卖店,"{'全网通': '1999.00', '超值套餐': '1899.00'}",2.8
257,iPhone11Pro,茄子手机旗舰店,"{'512GB': '12108.00', '256GB': '10178.00', '64GB': '9028.00', '(白条24期免息0首付) 64GB': '10198.00'}",2.8
269,iPhone8PluS,同城帮二手商品专营店,"{'64GB 全网通4G': '2499.00', '256GB 全网通4G': '3288.00'}",2.8
403,索尼（S,索尼手机旗舰店,{'': '5399.00'},2.7
476,iPhone7,海之博优品二手商品专营店,"{'32G 全网通': '1000.00', '128G 全网通': '1316.00', '256G 全网通': '1758.00'}",2.7
369,索尼（S,索尼手机旗舰店,{'': '5399.00'},2.7
60,iPhone11Pro,佳沪手机旗舰店,"{'全网通 256GB': '9369.00', '全网通 64GB': '8058.00', '全网通 512GB': '12099.00'}",2.7
359,iPhone8,同城帮二手商品专营店,"{'64G 全网通4G': '1999.00', '256G 全网通4G': '2548.00'}",2.7
161,iPhone11Pro,中国移动手机官方旗舰店,"{'64GB': '9228.00', '256GB': '10468.00', '512GB': '12228.00', '64GB（+Airpods套装版）': '10388.00', '256GB（+Airpods套装版）': '11628.00', '512GB（+Airpods套装版）': '13345.00'}",2.7
166,iPhone11黑色全网通64GB,京联通达旗舰店,"{'全网通 64GB': '5299.00', '全网通 128GB': '5799.00', '全网通256GB': '6799.00'}",2.6
137,小辣椒红辣椒9X,小辣椒手机京东自营官方旗舰店,{'': '999.00'},2.6
501,荣耀8X,佳沪手机旗舰店,"{'全网通6GB+128GB': '1249.00', '全网通4GB+64GB': '899.00'}",2.6
591,华为畅享Max,华信通手机专营店,"{'移动全网通(4GB+128GB)': '1158.00', '全网通(4GB+128GB)': '1158.00', '全网通(6GB+128GB)': '1158.00'}",2.6
298,摩托罗拉motorolag7PLUS,摩托罗拉手机京东自营官方旗舰店,{'': '1199.00'},2.5
133,荣耀V20全网通智能幻夜黑(6+128G)赠原装耳机+蓝牙音箱,OKSJ手机旗舰店,{'': '1699.00'},2.5
451,iPhoneXRXR国行,发动机优品二手手机专营店,"{'64G 全网通': '3429.00', '128G 全网通': '3666.00', '256G 全网通': '4049.99', '64G 0首付6期分期白条免息': '3699.00', '128G 0首付6期分期白条免息': '4099.00', '64G 官方在保': '3788.00', '128G 官方在保': '4066.00', '64G 全网通 18W PD快充套装版': '3499.00', '128G 全网通 18W PD快充套装版': '3699.00'}",2.5
266,OPPOReno2findx/r17/r15升级款opporeno2zReno2薄雾粉(8GB+128G)标配(蓝牙耳机+蓝牙音箱),头号卖家旗舰店,"{'标配(蓝牙耳机+蓝牙音箱)': '2999.00', '套餐(蓝牙耳机+扫地机器人)': '3049.00'}",2.4
178,荣耀9x华为保价7天货到付款魅海蓝4+64G全网通,京铠玄手机旗舰店,"{'6+64G 全网通': '1299.00', '8+128G全网通': '1999.00', '6+128G 全网通': '1599.00', '4+64G全网通': '1099.00'}",2.4
62,iPhone11Pro,同达丰手机旗舰店,"{'全网通 256GB': '10199.00', '全网通 64GB': '8999.00', '全网通 512GB': '13199.00'}",2.4
441,小辣椒红辣椒8A,小辣椒手机京东自营官方旗舰店,{'': '474.00'},2.4
