,model,store,versions,sale
159,iPhone11Pro,明日数码旗舰店,"{'全网通(64GB)': '8069.00', '全网通(256GB)': '9499.00', '全网通(512GB)': '11159.00', '3-12期免息/全网通(64GB)': '9399.00', '3-12期免息/全网通(256GB)': '10999.00', 'AirPods 2代无线套装/全网通(64GB)': '9499.00', 'AirPods 2代无线套装/全网通(256GB)': '10799.00', '全网通(64GB)赠苹果充电套装': '8466.00', '全网通(256GB)赠苹果充电套装': '9799.00'}",0.8
469,荣耀Note10,茄子手机旗舰店,"{'全网通(6G+64G)': '1599.00', '全网通(6G+128G)': '1368.00'}",0.8
171,华为mate30(5G/4G版可选)（白条6期免息0首付+送一年碎屏险）亮黑色8GB+128GB全网通（5G版）,炜东电商旗舰店,"{'8GB+128GB全网通（5G版）': '4999.00', '8GB+256GB全网通（5G版）': '5499.00', '8G+128GB全网通（4G版）': '4299.00', '6G+128GB全网通（4G版）': '3999.00'}",0.8
575,三星GalaxyS,九九二手商品专营店,"{'S8【4+64】送黑色原装充电器': '1330.00', 's8[4+128]': '1750.00'}",0.8
567,守护宝L6,守护宝手机京东自营旗舰店,{'': '189.00'},0.8
89,Appleiphonex,泰业优品二手手机旗舰店,"{'64G 全网通『赠全新苹果充电器』': '3699.00', '256G 全网通『赠全新苹果充电器』': '4166.00', '6期免息白条分期0首付『64G』': '4099.00', '6期免息白条分期0首付『256G』': '4599.00'}",0.8
150,华为畅享Max7.12寸大屏幻夜黑全网通（6GB+128GB）,聚捷联盛手机旗舰店,{'': '1159.00'},0.8
494,三星GalaxyS,中国移动手机官方旗舰店,"{'6+128GB': '3759.00', '6+128GB（碎屏无忧）': '3869.00'}",0.8
499,88488848M5,8848手机官方旗舰店,{'': '9999.00'},0.8
607,荣耀v20麒麟980芯片魅眼全视屏4800万深感相机魅海蓝全网通8G+128G,优爱特手机专营店,"{'全网通 6G+128G': '1799.00', '全网通 8G+128G': '1949.00', '全网通 8G+128G (一年屏碎险套装)': '1999.00'}",0.8
432,小米mix3黑色8+256G,谷高数码手机专营店,"{'6+128G': '2058.00', '8+128G': '2138.00', '8+256G': '2348.00'}",0.8
458,华为畅享10PluS,佳沪手机旗舰店,"{'6GB+128GB': '1699.00', '4GB+128GB': '1399.00', '8GB+128GB': '1899.00'}",0.8
457,华为Mate20RS,佳沪手机旗舰店,{'': '6599.00'},0.8
510,华为nova5Pro,严集手机旗舰店,{'': '2499.00'},0.8
300,华为nova5Pro,茄子手机旗舰店,"{'全网通(8GB+256GB)': '3099.00', '全网通(8GB+128GB)': '2699.10'}",0.8
275,OPPOOPPOReno2Z,OPPO墨白专卖店,"{'官方标配': '2299.00', '超值套装': '2399.00'}",0.7
261,三星GalaxyA50S,三星手机京东自营官方旗舰店,{'': '1868.00'},0.7
549,iPhone11Pro,臻火旗舰店,"{'64GB': '8199.00', '256GB': '9499.00', '512GB': '11499.00'}",0.7
130,华为mate30Pro,同达丰手机旗舰店,"{'5G版(8G+256G)【华为无线充+华为AI音】': '6909.00', '5G版(8G+512G)【华为无线充+华为AI音】': '7899.00', '5G版(8G+128G)【华为无线充+华为AI音】': '6409.00'}",0.7
612,iPhone11Pro,疆界互联旗舰店,"{'256GB': '9459.00', '64GB': '8129.00', '512GB': '11499.00', '全网通256G+1年碎屏保': '9608.00', '全网通64G+1年碎屏保': '8278.00', '全网通512G+1年碎屏保': '11648.00'}",0.7
99,华为HUAWEIMate30Pro,头号卖家旗舰店,"{'全网通8GB+256GB(5G版)': '6899.00', '全网通8GB+512GB（5G版）': '7899.00', '全网通8GB+128GB（5G版）': '6399.00'}",0.7
240,一加OnePluS,牧申手机旗舰店,"{'8+256GB': '3299.00', '8+128GB': '2999.00'}",0.7
596,小米9Pro,淘金手机专营店,{'': '4349.00'},0.7
375,小米mix3黑色8+256G,谷高数码手机专营店,"{'6+128G': '2058.00', '8+128G': '2138.00', '8+256G': '2348.00'}",0.7
232,一加OnePluS,牧申手机旗舰店,"{'8+256GB': '3299.00', '8+128GB': '2999.00'}",0.7
473,联想Z5Pro,世云手机专营店,"{'6GB+128GB': '1299.00', '8GB+256GB': '1599.00', '8GB+128GB': '1999.00'}",0.7
201,一加OnePluS,牧申手机旗舰店,"{'8+256GB': '3299.00', '8+128GB': '2999.00'}",0.7
274,荣耀20Pro,聚捷联盛手机旗舰店,"{'（8G+256G)': '2588.00', '（8G+128G）': '2699.00', '（8G+256G）（12期免息零首付）': '2999.00'}",0.7
85,柔宇（ROYOLE）FlexPai柔派柔性折叠屏,柔宇旗舰店,{'': '8999.00'},0.6
333,华为nova5Pro,易橙手机专营店,"{'8GB+128GB': '2499.00', '8GB+256GB': '2899.00'}",0.6
131,小米红米K30,佳沪手机旗舰店,"{'全网通6G+128G': '1699.00', '全网通8G+128G': '1899.00', '全网通8G+256G': '2199.00'}",0.6
283,88488848M4,8848手机官方旗舰店,{'': '5999.00'},0.6
520,Apple7,君问手机旗舰店,{'': '2699.00'},0.6
344,美图（meitu）V7,佳沪手机旗舰店,{'': '2699.00'},0.6
82,荣耀v30,京铠玄手机旗舰店,"{'6+128G 全网通': '3299.60', '8+128G 全网通': '3699.40'}",0.6
111,三星GalaxyS,中国移动手机官方旗舰店,"{'8GB+128GB': '4899.00', '8GB+128GB（碎屏无忧套餐）': '5019.00'}",0.6
551,华为p30天空之境全网通(8G+128G),鹏瑶旗舰店,{'': '3688.00'},0.6
399,美图（meitu）V7,佳沪手机旗舰店,{'': '2699.00'},0.6
430,小米CC9Pro,茄子手机旗舰店,"{'8GB+128GB': '2668.00', '8GB+256GB': '2988.00', '6GB+128GB': '2588.00'}",0.6
613,华为HUAWEIP30,闲至优品二手手机旗舰店,"{'8GB+64GB': '2459.00', '8GB+128GB': '2729.00', '8GB+256GB': '3199.00', '6GB+128GB': '2659.00'}",0.6
425,红米K30,茄子手机旗舰店,"{'全网通4G (6GB+128GB)': '1699.00', '全网通4G(8GB+128GB)': '1899.00', '全网通4G(8GB+256GB)': '2199.00', '全网通4G (6GB+64GB)': '1599.00', '全网通4G(8GB+256GB)订金10抵220元': '2199.00'}",0.6
608,华为畅享10PluS,同达丰手机旗舰店,"{'全网通 6G+128G': '1699.00', '全网通 4G+128G': '1399.00'}",0.6
604,华为Mate20Pro,众宇通手机专营店,"{'6GB+128GB(到手价3499元)': '3999.00', '8GB+128GB(到手价3699元)': '4599.00', '全网通(6GB 128GB)【分期免息版】': '3999.00', '全网通(8GB 128GB)【分期免息版】': '4599.00'}",0.6
558,红米8A全网通超长待机智能老人老年备用深海蓝4GB+64GB,伟德手机专营店,"{'3GB+32GB': '655.00', '4GB+64GB': '668.00'}",0.6
321,华为nova5Pro,易橙手机专营店,"{'8GB+128GB': '2499.00', '8GB+256GB': '2899.00'}",0.6
388,小米CC9Pro,茄子手机旗舰店,"{'8GB+128GB': '2668.00', '8GB+256GB': '2988.00', '6GB+128GB': '2588.00'}",0.6
471,荣耀9XPro,聚捷联盛手机旗舰店,"{'8G+128G': '1999.00', '8G+256G': '1938.00'}",0.6
383,红米K30,茄子手机旗舰店,"{'全网通4G (6GB+128GB)': '1699.00', '全网通4G(8GB+128GB)': '1899.00', '全网通4G(8GB+256GB)': '2199.00', '全网通4G (6GB+64GB)': '1599.00', '全网通4G(8GB+256GB)订金10抵220元': '2199.00'}",0.6
573,iPhone8PluS,丰泽优品二手商品专营店,"{'64G 全网通': '2828.00', '256G 全网通': '3699.00'}",0.6
536,朵唯D11新款6GB+64/128GB智能渐变玻璃八核6.3英寸水滴全面屏老人全网通4G人脸指纹极光色6GB+64GB,金诚腾达手机专营店,"{'6GB+64GB': '689.00', '6GB+128GB': '778.00'}",0.5
217,vivoY9S,vivo京东自营官方旗舰店,{'': '1998.00'},0.5
186,vivoY9S,vivo京东自营官方旗舰店,{'': '1998.00'},0.5
603,努比亚（nubia）红魔3代,茄子手机旗舰店,"{'全网通(6G+64G)': '2299.00', '全网通(6G+128G)': '2248.00', '全网通(8G+128G)': '2399.00', '全网通(12G+256G)': '3799.00'}",0.5
545,华为nova6赠多重好礼普罗旺斯5GS,新松联手机旗舰店,"{'5G SA/NSA双模全网通(8+128G)': '3799.00', '5G SA/NSA双模全网通(8+256G)': '4199.00', '4G全网通(8+128G)': '3199.00'}",0.5
614,华为nova5Pro,冰之凯盛手机专营店,"{'移动全网通 （8GB+128GB）': '2268.00', '移动全网通 （8GB+256GB）': '2599.00'}",0.5
532,华为nova5z幻夜黑全网通(6G+64G),掌视界数码旗舰店,"{'全网通(6G+64G)': '1499.00', '全网通(6G+128G)': '1699.00'}",0.5
303,小米CC9Pro,佳沪手机旗舰店,"{'全网通6G+128G': '2598.00', '全网通8G+128G': '2678.00', '全网通8G+256G': '3078.00'}",0.5
391,iPhone11Pro,淘金手机专营店,"{'全网通 (64G)': '8168.00', '全网通 (256G)': '9468.00', '全网通(512G)': '13000.00', '全网通(64G)分期免息': '9099.00', '全网通(256)分期免息': '12000.00'}",0.5
438,iPhone11,京合旗舰店,"{'全网通64GB': '5499.00', '全网通128GB': '5999.00', '全网通256GB': '6799.00'}",0.4
580,三星（S,智达二手手机专营店,"{'6G+64G 全网通4G': '4699.00', '6G+256G 全网通4G': '6999.00'}",0.4
270,OPPORenoAce高通骁龙855PluS,OPPO官方直营旗舰店,"{'标配版': '3599.00', '超值套装': '3699.00'}",0.4
489,华为Mate20X,茄子手机旗舰店,"{'全网通8G+256G': '4399.00', '全网通6G+128G': '3028.00'}",0.4
541,锤子（S,佳沪手机旗舰店,{'': '2899.00'},0.4
287,三星（S,掌视界数码旗舰店,{'': '11999.00'},0.4
561,红米Note8Pro,华信通手机专营店,"{'6G RAM+64G ROM': '1188.00', '6G RAM+128G ROM': '1308.00', '8G RAM+128G ROM': '1428.00'}",0.4
537,荣耀note10幻夜黑全网通（6GB+128GB）,华信通手机专营店,"{'全网通（6GB+128GB）': '1348.00', '全网通（6GB+64GB）': '1336.00'}",0.4
334,iPhone11Pro,淘金手机专营店,"{'全网通 (64G)': '8138.00', '全网通 (256G)': '9398.00', '全网通(512G)': '13000.00', '全网通(64G)分期免息': '9099.00', '全网通(256)分期免息': '12000.00'}",0.4
364,AppleiPhoneXS,拍拍二手自营旗舰店,"{'64G全网通': '4599.00', '256G全网通': '5399.00', '512G全网通': '5799.00'}",0.4
568,华为HUAWEInova5Pro,淘金手机专营店,"{'全网通 (8G+128G)咨询领210元券': '2699.00', '全网通 (8G+256G)咨询领210元券': '3099.00', '全网通(8G+128G)24期免息': '2699.00', '全网通(8G+256G)24期免息': '3099.00'}",0.4
138,红米红米K30王一博同款深海微光全网通6G+128G,谷高数码手机专营店,"{'全网通6G+64G': '1599.00', '全网通6G+128G': '1699.00', '全网通8G+128G': '1899.00', '全网通8G+256G': '2199.00'}",0.4
295,荣耀V20,伟德手机专营店,"{'全网通(6GB+128GB)': '1718.00', '全网通版(8GB+128GB)': '1918.00', '移动版全网通(8GB+128GB)': '1899.00'}",0.4
495,荣耀V30Pro,新松联手机旗舰店,"{'全网通 8GB+128GB 碎屏险套装': '3899.00', '全网通 8GB+256GB 碎屏险套装': '4199.00', '全网通 8GB+128GB 无线充套装': '3999.00', '全网通 8GB+256GB 无线充套装': '4299.00', '全网通 8GB+128GB 荣耀手环5NFC套装': '4059.00', '全网通 8GB+256GB 荣耀手环5NFC套装': '4359.00'}",0.4
581,华为畅享9PluS,优爱特手机专营店,"{'全网通（4G+128G）': '1068.00', '全网通（6G+128G）': '1168.00'}",0.4
427,iPhone11,银河信业手机专营店,"{'64GB': '5499.00', '128GB': '5999.00', '256GB': '6899.00'}",0.4
513,华为mate30全网通翡冷翠8GB+128GB（5G版）,千瑞达手机旗舰店,"{'6GB+128GB(4G版）(不支持5G）': '3999.00', '8GB+128GB(4G版）(不支持5G）': '4299.00', '8GB+128GB（5G版）': '4999.00', '8GB+256GB（5G版）': '5499.00'}",0.4
588,vivovivoX27,丰泽优品二手商品专营店,"{'8GB+128GB': '1688.00', '8GB+256GB': '1860.00'}",0.4
592,美图（meitu）V7,酷风行手机旗舰店,{'': '2799.00'},0.4
322,iPhone11Pro,淘金手机专营店,"{'全网通 (64G)': '8138.00', '全网通 (256G)': '9398.00', '全网通(512G)': '13000.00', '全网通(64G)分期免息': '9099.00', '全网通(256)分期免息': '12000.00'}",0.4
97,华为nova6（5G/4G版）亮黑色8+128G全网通（5G版）,京铠玄手机旗舰店,"{'8+256G 全网通（5G版）': '4199.00', '8+128G 全网通（5G版）': '3799.00', '8+128G 全网通（4G版）': '3199.00'}",0.3
556,iPhone11Pro,聚捷联盛手机旗舰店,"{'64GB': '8999.00', '256GB': '10199.00', '【白条24期免息】64G': '11599.00', '【白条24期免息】256G': '13199.00', '512GB': '12499.00', '【白条24期免息】512G': '16499.00', '【白条6期免息】64G': '9699.00', '【白条6期免息】256G': '10999.00', '【白条6期免息】512G': '13399.00', '【白条12期免息】64G': '10299.00', '【白条12期免息】256G': '11599.00', '【白条12期免息】512G': '14399.00'}",0.3
254,华硕ROG2腾讯游戏深度定制骁龙855PluS,顺电手机旗舰店,{'': '3299.00'},0.3
446,Appleiphone11Pro,优品美手机专营店,"{'全网通64G': '9199.00', '全网通256G': '10259.00', '全网通 512G': '12599.00', '全网通64G【白条12期免息】': '9967.00', '全网通256G【白条12期免息】': '11266.00'}",0.3
357,华为Mate20X(5G),牧申手机旗舰店,"{'(8GB+256GB)全网通': '4899.00', '(6GB+128GB)全网通': '3999.00'}",0.3
490,一加一加7tPro,疆界互联旗舰店,"{'8G+256G【明星单品】': '4599.00', '8G+256G【碎屏保+银耳套装】': '4799.00', '12G+256G【明星单品】': '5299.00', '12G+256G【碎屏保+银耳套装】': '5499.00', '12G+256G【银耳套装】': '5399.00', '8G+256G【银耳套装】': '4699.00'}",0.3
415,华为Mate20X(5G),牧申手机旗舰店,"{'(8GB+256GB)全网通': '4899.00', '(6GB+128GB)全网通': '3999.00'}",0.3
394,iPhone11Pro,佳沪手机旗舰店,"{'64G 全网通': '11488.00', '256G 全网通': '12988.00'}",0.3
585,努比亚（nubia）努比亚Z20,茄子手机旗舰店,"{'全网通(8GB+128GB)': '2649.00', '全网通(6GB+128GB)': '2449.00', '全网通(8GB+512GB)': '3169.00'}",0.3
480,华为Mate305G,佳沪手机旗舰店,"{'全网通8G+128G': '4999.00', '全网通8G+256G': '5499.00'}",0.3
384,iPhone11,银河信业手机专营店,"{'64GB': '5499.00', '128GB': '5999.00', '256GB': '6899.00'}",0.3
576,小米9Pro,明日数码旗舰店,"{'8GB+256GB': '3698.00', '12GB+256GB': '4098.00', '12GB+512GB': '4438.00', '8GB+128GB': '3618.00'}",0.3
514,iPhone11Pro,新松联手机旗舰店,"{'64GB': '8118.00', '256GB': '9358.00', '512GB': '11288.00'}",0.3
516,华为mate20RS,炜东电商旗舰店,{'': '6599.00'},0.3
436,12期免息|华为Mate30Pro,头号卖家旗舰店,"{'全网通8GB+256GB(5G版)': '6899.00', '全网通8GB+512GB(5G版)': '7899.00', '全网通8GB+128GB(5G版)': '6399.00', '全网通8GB+128GB(4G版)': '5799.00', '全网通8GB+256GB(4G版)': '6299.00'}",0.3
508,vivoS,vivo官方旗舰店,"{'8GB 128GB': '2698.00', '8GB 256GB': '2998.00'}",0.3
327,iPhone11Pro,佳沪手机旗舰店,"{'64G 全网通': '11999.00', '256G 全网通': '12999.00'}",0.3
311,小米9Pro,明日数码旗舰店,"{'8GB+256GB': '3698.00', '12GB+256GB': '4098.00', '12GB+512GB': '4438.00', '8GB+128GB': '3618.00'}",0.3
339,iPhone11Pro,佳沪手机旗舰店,"{'64G 全网通': '11999.00', '256G 全网通': '12999.00'}",0.3
538,8848钛金M5巅峰版智能商务加密轻奢,8848手机官方旗舰店,{'': '16999.00'},0.3
507,8848钛金M5巅峰版智能商务加密轻奢,8848手机官方旗舰店,{'': '16999.00'},0.3
565,ROG游戏2,腾讯智能京东自营旗舰店,{'': '3499.00'},0.2
291,小米红米K304G深海微光全网通(6+128G),鹏瑶旗舰店,{'': '1699.00'},0.2
504,iPhonexXS,零度二手商品专营店,"{'64GB 全网通 【赠苹果充电器】': '4699.00', '256GB 全网通 【赠苹果充电器】': '5269.00', '512GB 全网通 【赠苹果充电器】': '5788.00', '6期免息白条分期0首付 (64G全网通)': '5199.00', '6期免息白条分期0首付 (256G全网通)': '5799.00', '6期免息白条分期0首付 (512G全网通)': '6399.00'}",0.2
156,荣耀V30Pro,掌视界数码旗舰店,{'': '4199.00'},0.2
474,华为nova5i,银河信业手机专营店,{'': '1798.00'},0.2
214,华为nova65G版,炜东电商旗舰店,"{'全网通5G版（8G+128G）': '3799.00', '全网通5G版（8G+256G）': '4199.00', '全网通4G版（8G+128G）': '3199.00'}",0.2
593,iPhoneXR,鸿兴优品二手手机专营店,"{'256G 全网通': '4199.00', '64G 全网通': '3699.00', '128G 全网通': '3999.00', '【6期免息白条分期0首付】64G 全网通': '4099.00', '【6期免息白条分期0首付】128G 全网通': '4299.00', '【6期免息白条分期0首付】256G 全网通': '4688.00'}",0.2
412,华为Mate305G星河银（咨询省50）8GB+128GB,中益德诚手机专营店,"{'8GB+128GB': '4999.00', '8GB+256GB': '5499.00', '8GB+128GB(1年延保版)': '4999.00'}",0.2
356,华为Mate305G星河银（咨询省50）8GB+128GB,中益德诚手机专营店,"{'8GB+128GB': '4999.00', '8GB+256GB': '5499.00', '8GB+128GB(1年延保版)': '4999.00'}",0.2
183,华为nova65G版,炜东电商旗舰店,"{'全网通5G版（8G+128G）': '3799.00', '全网通5G版（8G+256G）': '4199.00', '全网通4G版（8G+128G）': '3199.00'}",0.2
444,红米红米K30王一博同款深海微光6G+128G全网通,疆界互联旗舰店,"{'6G+128G 全网通【现货速发】': '1699.00', '8G+128G 全网通【现货速发】': '1899.00', '8G+256G 全网通【现货速发】': '2199.00'}",0.2
272,一加一加7Pro,疆界互联旗舰店,"{'8G+256G全网通【明星单品】': '3899.00', '6G+128G全网通【明星单品】': '3799.00', '12G+256G全网通【明星单品】': '4499.00', '8G+256G全网通【碎屏套装】': '3999.00', '6G+128G全网通【碎屏套装】': '3899.00', '12G+256G全网通【碎屏套装】': '4499.00', '8G+256G全网通【银耳套装】': '3999.00', '6G+128G全网通【银耳套装】': '3899.00', '12G+256G全网通【银耳套装】': '4499.00'}",0.2
512,荣耀20Pro,鹏瑶旗舰店,{'': '2389.00'},0.2
177,iPhoneXx二手深空灰256G全网通,发动机优品二手手机专营店,"{'64G 全网通': '3566.00', '256G 全网通': '3949.00', '64G 全网通 6期免息': '3866.00', '256G 全网通 6期免息': '4199.00'}",0.2
602,三星GalaxyS,文海二手商品专营店,"{'8G+128G（全网通）赠送三星充电器套装': '3386.00', '8G+512G（全网通）赠送三星充电器套装': '3788.00'}",0.2
584,小米CC美图定制版,淘金手机专营店,{'': '1668.00'},0.2
317,华为P20全面屏莱卡,酷比电子手机专营店,"{'全网通 6GB+64GB': '2199.00', '全网通 6GB+128GB': '2499.00'}",0.1
213,华为nova6（5G/4G)S,冰之凯盛手机专营店,"{'全网通5G版（8+128GB）': '3799.00', '全网通5G版（8+256GB）': '4199.00', '全网通4G版（8+128GB）': '3199.00'}",0.1
182,华为nova6（5G/4G)S,冰之凯盛手机专营店,"{'全网通5G版（8+128GB）': '3799.00', '全网通5G版（8+256GB）': '4199.00', '全网通4G版（8+128GB）': '3199.00'}",0.1
586,三星GalaxyNote10+5G莫奈彩12G+256G,疆界互联旗舰店,"{'12G+256G【官方标配】': '7399.00', '12G+256G【保护套装】': '7599.00', '12G+256G【碎屏套装】': '7499.00'}",0.1
305,华为新品新款全面屏全网通天空之境全网通8GB+128GB（送好礼）,乐服手机旗舰店,"{'全网通8GB+64GB（送好礼）': '3388.00', '全网通8GB+128GB（送好礼）': '3688.00', '全网通8GB+256GB（送好礼）': '4188.00'}",0.1
401,OPPOReno2Z新品全网通opporeno2z8+128G深海夜光全网通,牧申手机旗舰店,"{'全网通': '2499.00', '超值套装': '2599.00'}",0.1
203,荣耀V30Pro,明日数码旗舰店,"{'全网通(8+256G)': '4199.00', '全网通(8+128G)': '3899.00'}",0.1
411,荣耀V305G版5G全网通8G+128G幻夜星河,掌视界数码旗舰店,{'': '3699.00'},0.1
191,锤子（S,牧申手机旗舰店,"{'8+128GB': '2899.00', '8+256GB': '3199.00', '12+256GB': '3399.00'}",0.1
453,当天发HUAWEI/华为nova65G/4Gnova65G版普罗旺斯8G+128G,咪咕旗舰店,"{'8G+256G': '4199.00', '8G+128G': '3799.00'}",0.1
493,荣耀V30Pro,OKSJ手机旗舰店,"{'8G+128G': '3899.00', '8G+256G': '4199.00'}",0.1
352,OPPOReno2Z新品全网通opporeno2z8+128G深海夜光全网通,牧申手机旗舰店,"{'全网通': '2499.00', '超值套装': '2599.00'}",0.1
292,华为nova6(5G/4G版可选)亮黑色全网通5G版(8G+128G),掌视界数码旗舰店,"{'全网通5G版(8G+128G)': '3799.00', '全网通5G版(8G+256G)': '4199.00', '全网通4G版(8G+128G)': '4199.00'}",0.1
491,一加OnePluS,牧申手机旗舰店,"{'8+256G  下单送豪礼': '5999.00', '12+256G 下单送豪礼': '5299.00'}",0.1
123,荣耀v30Pro,京铠玄手机旗舰店,"{'5G全网通 8G+128G': '3899.00', '5G全网通 8G+256G': '4199.60'}",0.1
284,华为Mate20RS,银河信业手机专营店,{'': '6788.00'},0.1
81,华为mate30保时捷,炜东电商旗舰店,{'': '13888.00'},0.1
486,华为mate20x宝石蓝全网通(6+128G),鹏瑶旗舰店,{'': '3039.00'},0.1
542,iPhone11,君问手机旗舰店,"{'64G': '5219.00', '128G': '5789.00', '256G': '6509.00'}",0.1
361,荣耀V305G版5G全网通8G+128G幻夜星河,掌视界数码旗舰店,{'': '3699.00'},0.1
234,荣耀V30Pro,明日数码旗舰店,"{'全网通(8+256G)': '4199.00', '全网通(8+128G)': '3899.00'}",0.1
116,联想Z6Pro,联想手机京东自营官方旗舰店,{'': '3299.00'},0.1
242,荣耀V30Pro,明日数码旗舰店,"{'全网通(8+256G)': '4199.00', '全网通(8+128G)': '3899.00'}",0.1
222,锤子（S,牧申手机旗舰店,"{'8+128GB': '2899.00', '8+256GB': '3199.00', '12+256GB': '3399.00'}",0.1
503,华为mate305g版亮黑色全网通(8GB+128GB),鹏瑶旗舰店,{'': '4999.10'},0.1
372,（Apple）iPhone11,马上优品二手商品旗舰店,"{'64G 全网通': '4999.00', '128G 全网通': '5499.00', '256G 全网通': '6399.00'}",0.1
574,荣耀V30,OKSJ手机旗舰店,"{'6G+128G 3期免息': '3299.00', '8G+128G 6期免息': '3699.00'}",0.1
610,realme真我X大师版4800万,realme官方旗舰店,{'': '1799.00'},0.07
281,华为Mate30RS,千瑞达手机旗舰店,{'': '13688.00'},0.04
373,华为Mate30rS,鹏瑶旗舰店,{'': '13788.00'},0.03
475,华为mate20RS,牧申手机旗舰店,{'': '6599.00'},0.03
570,APPLEiPhone11Pro,科族数码专营店,"{'全网通64G版': '9488.00', '全网通256G版': '10780.00'}",0.03
515,iPhone11Pro,迪信通官方旗舰店,"{'512GB': '11699.00', '64GB': '8099.00', '256GB': '9899.00'}",0.03
450,华为Mate30RS,OKSJ手机旗舰店,{'': '13588.00'},0.02
172,华为mate30RS,牧申手机旗舰店,"{'24期免息版12G+512G': '15339.00', '全网通 12+512G': '13788.00'}",0.02
522,华为mate30RS,银河信业手机专营店,{'': '14388.00'},0.02
313,三星W205G（S,聚捷联盛手机旗舰店,{'': '21999.00'},0.008
502,AppleiPhoneX,拍拍二手自营旗舰店,"{'64G全网通': '4399.00', '256G全网通': '4999.00'}",0.0
100,华为P30Pro,福气多多手机旗舰店,"{'全网通8G+128G【 华为官方直供】': '4488.00', '全网通8G+256G【 华为官方直供】': '4988.00', '全网通8G+512G【 华为官方直供】': '5788.00'}",0.0
488,荣耀20Pro,掌视界数码旗舰店,"{'全网通（8G+128G）': '2699.00', '全网通（8G+256G）': '2999.00'}",0.0
414,荣耀10青春版,掌视界数码旗舰店,"{'全网通(6G+128G)': '1199.00', '全网通(4G+64G)': '875.00', '全网通(6G+64G)': '1099.00'}",0.0
572,华为p30超感光徕卡三摄麒麟980天空之境全网通8GB+128GB,天翼电信旗舰店,"{'全网通8GB+128GB': '3688.00', '全网通6GB+128GB': '3388.00', '全网通8GB+256GB': '4188.00'}",0.0
207,iPhoneX,智达二手手机专营店,"{'64G 全网通4G': '3049.00', '256G 全网通4G': '3519.00', '64G 全网通4G 赠原装充电器': '3188.00', '256G 全网通4G 赠原装充电器': '3688.00', '64G 全网通4G【6期免息】': '3279.00', '256G 全网通4G【6期免息】': '3869.00'}",0.0
